clickAndWait	//a[@href=https://scgi.ebay.com/ws/eBayISAPI.dll?UserIdRecognizerShow&_trksid=p4853.m2379.l4062 and contains(text(),'Forgot your user ID')]	EMPTY
clickAndWait	//a[@class=thrd gf-bar-a and @href=http://my.ebay.com/wishlistsearch and contains(text(),'eBay Wish list')]	EMPTY
clickAndWait	//a[@id=gh-shop-a and @href=http://www.ebay.com/sch/allcategories/all-categories?_trksid=m570.l3694 and contains(text(),'Shop by category')]	EMPTY
clickAndWait	//a[@class=ch and @href=http://www.ebay.com/chp/Nursery-Decor-/66697 and contains(text(),'Nursery Decor')]	EMPTY
clickAndWait	//a[@class=thrd and @title=Baby and @href=http://www.ebay.com/chp/baby and contains(text(),'Baby')]	EMPTY
clickAndWait	//a[@class=lfchildlistitem and @href=http://www.ebay.com/chp/Blocks-Sorters-/100225 and contains(text(),'Blocks & Sorters')]	EMPTY
clickAndWait	//a[@title=MULA Shape Sorter, Multicolor and @href=http://www.ebay.com/itm/MULA-Shape-Sorter-Multicolor/281108813739?hash=item41736417ab]	EMPTY
type	//input[@id=w1-43-_enter_val and @title=Increase max bid and @type=text]	curtains
clickAndWait	//input[@id=gh-btn and @class=btn btn-ter and @type=submit]	EMPTY
clickAndWait	//a[@href=http://www.ebay.com/itm/MULA-Shape-Sorter-Multicolor/281108813739?hash=item41736417ab and contains(text(),'recently visited item page?')]	EMPTY
type	//input[@id=shZipCode and @class=sh-TxtCnt and @name=zipCode and @type=text]	shirt
clickAndWait	//input[@id=gh-btn and @class=btn btn-ter and @type=submit]	EMPTY
clickAndWait	//a[@class=ch and @href=http://www.ebay.com/chp/Airline-/3253 and contains(text(),'Airline')]	EMPTY
clickAndWait	//a[@title=Parigi Euro Disney 7 giorni in villetta 4 stelle 4/5 persone in Stupendo Resort and @href=http://www.ebay.com/itm/Parigi-Euro-Disney-7-giorni-in-villetta-4-stelle-4-5-persone-in-Stupendo-Resort/231244642716?hash=item35d741399c]	EMPTY
clickAndWait	//a[@href=http://pages.ebay.com/pt/en-us/coverage/index.html]	EMPTY
clickAndWait	//a[@class=gh-p and @href=http://ocs.ebay.com/ws/eBayISAPI.dll?CustomerSupport and contains(text(),'Customer Support')]	EMPTY
clickAndWait	//a[@class=gh-eb-li-a and @href=http://my.ebay.com/ and contains(text(),'Notifications')]	EMPTY
clickAndWait	//a[@id=fdbklnk and @class=sd-cmTx and @title=Send us your comments - link opens in a new tab or window and @href=http://qu.ebay.com/survey?srvName=signin+(si-US)]	EMPTY
open	http://www.ebay.com/	EMPTY
open	http://www.ebay.com/	EMPTY
